model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsDE,share,0.0013889772815272,0.016096397433267
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsHU,share,0.0138944469342773,0.0078435260133042
image,SSP2-Base,Business As Usual,AT,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,AT,Share|ElectricityMV|TransformationHVMV,share,0.5300433432455052,0.6487308065807575
image,SSP2-Base,Business As Usual,AT,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1371361307800107,0.2477735898627083
image,SSP2-Base,Business As Usual,AT,Share|ElectricityMV|Waste,share,0.332820525974484,0.103495603556534
image,SSP2-Base,Business As Usual,AT,Share|ElectricityLV|TransformationMVLV,share,0.6271518037376023,0.0546628842200981
image,SSP2-Base,Business As Usual,AT,Share|ElectricityLV|BatteryChemical,share,0.3169012432802762,0.8693974674237962
image,SSP2-Base,Business As Usual,AT,Share|ElectricityLV|SolarPVRoofResidential,share,0.0559469529821215,0.0759396483561055
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Coal,share,0.0567927414116032,0.0195612136470392
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|CombinedCycle,share,0.0735912814255508,0.0219846266911445
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|GasTurbine,share,0.1367556190498888,0.0253458717318296
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|CogenerationGas,share,0.0203758149801734,0.0551243476128732
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Nuclear,share,0.0913757004308897,0.0031462319747862
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Oil,share,0.0027590906494469,0.1635111412473399
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Geothermal,share,0.0110531181171985,0.0212791670082173
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|HydroRunofRiver,share,0.0052161073064703,0.0568933489849885
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|HydroReservoir,share,0.0159268258812602,0.0050678420649181
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Biomass,share,0.0876419624626718,0.0371690818629601
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Biogas,share,0.0210243592477822,0.1436367578335464
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|WindOnshore,share,0.0264513828637127,0.1275681148407627
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|WindOffshore,share,0.0583367383372269,0.0555026984523672
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|SolarThermal,share,0.0706760506240086,0.0102329997111071
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|SolarPVOpen,share,0.0274423317776879,0.0923526966737482
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|Hydrogen,share,0.0109351610849454,0.0019175600534285
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|BatteryHydro,share,0.1735826897337946,0.0097095920218888
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsMD,share,0.0020069269533775,0.0535512801171069
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsSI,share,0.0473680930074846,0.0202127160374373
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsAL,share,0.0606880046548252,0.0762327114325094
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,MK,Share|ElectricityMV|TransformationHVMV,share,0.2663047237795533,0.0567030615393914
image,SSP2-Base,Business As Usual,MK,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1657331638684795,0.2546686912518772
image,SSP2-Base,Business As Usual,MK,Share|ElectricityMV|Waste,share,0.5679621123519673,0.6886282472087314
image,SSP2-Base,Business As Usual,MK,Share|ElectricityLV|TransformationMVLV,share,0.2293781792992367,0.196504397671093
image,SSP2-Base,Business As Usual,MK,Share|ElectricityLV|BatteryChemical,share,0.3249269810980665,0.612133142471499
image,SSP2-Base,Business As Usual,MK,Share|ElectricityLV|SolarPVRoofResidential,share,0.4456948396026967,0.1913624598574078
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Coal,share,0.1619110711190521,0.0632840131015614
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|CombinedCycle,share,0.0148656865697003,0.0022435315738431
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|GasTurbine,share,0.1541066296676332,0.0759557286830175
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|CogenerationGas,share,0.0181213200192237,0.0077378687580496
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Nuclear,share,0.046196192399546,0.0336207091313539
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Oil,share,0.0583313301060088,0.1344709445578203
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Geothermal,share,0.0147580158321489,0.0197296701492871
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|HydroRunofRiver,share,0.0467832449171545,0.0306575808472235
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|HydroReservoir,share,0.0050488190183346,0.0078108611036989
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Biomass,share,0.0395660956809858,0.1333818776407837
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Biogas,share,0.0532874414525967,0.0091197023027945
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|WindOnshore,share,0.0177680573622505,0.0562194663495927
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|WindOffshore,share,0.0790426623421645,0.0918373102988445
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|SolarThermal,share,0.0122663064160129,0.061297801998974
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|SolarPVOpen,share,0.0924789745109191,0.042777150870688
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|Hydrogen,share,0.1013911751441145,0.0330859740036164
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|BatteryHydro,share,0.0787005647294288,0.0048149041630057
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsBA,share,0.0003384756432054,0.0825392692003852
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsRO,share,0.0048194917591616,0.0963265265675459
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsIT,share,0.0002184453103573,0.0130891086979128
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,MD,Share|ElectricityMV|TransformationHVMV,share,0.6239170100910896,0.1187416230348557
image,SSP2-Base,Business As Usual,MD,Share|ElectricityMV|SolarPVRoofCommercial,share,0.2091826403523135,0.4643762233124441
image,SSP2-Base,Business As Usual,MD,Share|ElectricityMV|Waste,share,0.1669003495565969,0.4168821536526999
image,SSP2-Base,Business As Usual,MD,Share|ElectricityLV|TransformationMVLV,share,0.6575791320033529,0.1200631943625233
image,SSP2-Base,Business As Usual,MD,Share|ElectricityLV|BatteryChemical,share,0.168518858103088,0.1907375544498545
image,SSP2-Base,Business As Usual,MD,Share|ElectricityLV|SolarPVRoofResidential,share,0.1739020098935589,0.6891992511876222
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Coal,share,0.1103209480695904,0.042042346165859
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|CombinedCycle,share,0.0069456942684123,0.0365533341662811
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|GasTurbine,share,0.0510030588456091,0.0585359396118633
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|CogenerationGas,share,0.0203215358993422,0.0899158066351734
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Nuclear,share,0.0224252540040718,0.0989136379615705
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Oil,share,0.0559440446630842,0.0226981433750212
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Geothermal,share,0.0523813162753512,0.0418424031634995
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|HydroRunofRiver,share,0.0084530070523459,0.0410868652412061
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|HydroReservoir,share,0.1416041664715473,0.0619064573044548
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Biomass,share,0.0563090486754175,0.0769242569115943
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Biogas,share,0.0420256142675015,0.0045770335265074
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|WindOnshore,share,0.0358054647434392,0.0442379841178054
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|WindOffshore,share,0.1543879390882475,0.0884248955207014
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|SolarThermal,share,0.0262758530866102,0.0252355175893106
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|SolarPVOpen,share,0.0127966297579504,0.0384838473428704
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|Hydrogen,share,0.1405732556127054,0.0105665943974684
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|BatteryHydro,share,0.0277350882657454,0.043277237388052
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsLU,share,0.0134987886848314,0.0738368942920873
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsDE,share,0.0004755967003125,0.0826398446439567
image,SSP2-Base,Business As Usual,HR,Share|ElectricityHV|ImportsPT,share,0.0,0.0
